"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"1810","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01200647","Sample-Routine","Water","Surface Water",2012-05-23,"09:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500","L-1740175 Received June 21, 2012",NA,"Peak stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Chloride","Dissolved",20.2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-07-16,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2012-05-23 13:45:00,NA
"1811","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01200648","Sample-Routine","Water","Surface Water",2012-05-21,"10:50:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900","L-1740171 Received June 21, 2012",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Chloride","Dissolved",67.5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-07-16,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2012-05-21 14:50:00,NA
"1812","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01200650","Sample-Routine","Water","Surface Water",2012-05-22,"11:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617","L-1740173 Received June 21, 2012",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Chloride","Dissolved",46,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-07-16,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2012-05-22 15:45:00,NA
"1813","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01300226","Sample-Routine","Water","Surface Water",2012-12-19,"10:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500","L-0110083 verified invalid proj acct entered as provided, billed to MA default, paa, 1/14/13",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Chloride","Dissolved",15.9,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-03-06,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2012-12-19 15:00:00,NA
"1814","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01300225","Sample-Routine","Water","Surface Water",2012-12-18,"09:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Rising stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Chloride","Dissolved",42.3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-03-06,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2012-12-18 14:30:00,NA
"1815","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00300860","Sample-Routine","Water","Groundwater",2003-07-17,"10:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-412926071324104","A-1990020 Actual TIME OF RADON: 1105","Stratified Deposits, Undifferentiated","Not applicable","Not applicable","4040","USGS parameter code 82398","Submersible pump","Submersible positive-pressure pump",NA,"Chloride","Dissolved",24.8,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,2003-07-23,NA,"Laboratory Reporting Level",0.2,"mg/l",NA,"NWIS",2003-07-17 14:00:00,NA
"1816","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99402380","Sample-Routine","Water","Surface Water",1994-08-31,"08:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",58,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-08-31 12:30:00,NA
"1817","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99402381","Sample-Routine","Water","Surface Water",1994-08-31,"11:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",58,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-08-31 15:30:00,NA
"1818","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99402995","Sample-Routine","Water","Surface Water",1994-09-01,"09:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",18,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-09-01 13:45:00,NA
"1819","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99500364","Sample-Routine","Water","Surface Water",1994-11-17,"12:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",19,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-11-17 17:00:00,NA
"1820","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99400720","Sample-Routine","Water","Surface Water",1994-01-11,"13:20:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",19,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-01-11 18:20:00,NA
"1821","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401027","Sample-Routine","Water","Surface Water",1994-03-09,"08:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",49,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-03-09 13:30:00,NA
"1822","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401028","Sample-Routine","Water","Surface Water",1994-03-09,"11:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",63,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-03-09 16:30:00,NA
"1823","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401024","Sample-Routine","Water","Surface Water",1994-03-07,"12:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",21,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-03-07 17:30:00,NA
"1824","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401026","Sample-Routine","Water","Surface Water",1994-03-08,"14:15:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",76,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-03-08 19:15:00,NA
"1825","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401111","Sample-Routine","Water","Surface Water",1994-03-22,"12:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, high stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",15,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-03-22 17:00:00,NA
"1826","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401400","Sample-Routine","Water","Surface Water",1994-05-16,"12:20:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-05-16 16:20:00,NA
"1827","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99401939","Sample-Routine","Water","Surface Water",1994-07-06,"11:40:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",17,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-07-06 15:40:00,NA
"1828","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99402379","Sample-Routine","Water","Surface Water",1994-08-29,"14:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",18,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-08-29 18:00:00,NA
"1829","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99402378","Sample-Routine","Water","Surface Water",1994-08-30,"12:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",61,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1994-08-30 16:00:00,NA
"1830","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99400476","Sample-Routine","Water","Surface Water",1993-11-15,"12:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-11-15 17:45:00,NA
"1831","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99300746","Sample-Routine","Water","Surface Water",1993-03-08,"12:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-03-08 17:45:00,NA
"1832","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99300744","Sample-Routine","Water","Surface Water",1993-03-10,"09:35:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",91,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-03-10 14:35:00,NA
"1833","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99300892","Sample-Routine","Water","Surface Water",1993-03-23,"10:10:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-03-23 15:10:00,NA
"1834","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99300745","Sample-Routine","Water","Surface Water",1993-03-11,"12:15:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",73,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-03-11 17:15:00,NA
"1835","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301198","Sample-Routine","Water","Surface Water",1993-05-05,"12:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",13,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-05-05 16:00:00,NA
"1836","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301578","Sample-Routine","Water","Surface Water",1993-08-05,"13:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01117358",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",15,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-05 17:30:00,NA
"1837","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301586","Sample-Routine","Water","Surface Water",1993-08-04,"13:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01117387",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",8.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-04 17:15:00,NA
"1838","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301580","Sample-Routine","Water","Surface Water",1993-08-05,"15:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01117356",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",10,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-05 19:15:00,NA
"1839","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301585","Sample-Routine","Water","Surface Water",1993-08-04,"12:35:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01117400",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-04 16:35:00,NA
"1840","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301588","Sample-Routine","Water","Surface Water",1993-08-04,"14:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01117380",NA,NA,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-04 18:30:00,NA
"1841","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99300603","Sample-Routine","Water","Surface Water",1993-01-19,"11:20:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",12,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-01-19 16:20:00,NA
"1842","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301669","Sample-Routine","Water","Groundwater",1993-08-13,"11:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-412922071370001",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",27,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-13 15:30:00,NA
"1843","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99301674","Sample-Routine","Water","Groundwater",1993-08-11,"14:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-413220071341101",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1993-08-11 18:00:00,NA
"1844","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01101376","Sample-Routine","Water","Surface Water",2011-09-27,"09:20:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895",NA,NA,"Stable, high stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Chloride","Dissolved",66.8,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-04,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2011-09-27 13:20:00,NA
"1845","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01101375","Sample-Routine","Water","Surface Water",2011-09-26,"12:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Chloride","Dissolved",63.2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-04,NA,"Long Term Method Detection Level",0.06,"mg/l",NA,"NWIS",2011-09-26 16:00:00,NA
