"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"3988","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000579","Sample-Routine","Water","Surface Water",1990-04-19,"08:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01021050",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-04-19 12:30:00,NA
"3989","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000304","Sample-Routine","Water","Surface Water",1990-02-05,"10:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Stable, normal stage","Under ice cover","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-02-05 15:00:00,NA
"3990","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000337","Sample-Routine","Water","Surface Water",1990-02-14,"09:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01015000",NA,NA,"Stable, normal stage","Under ice cover","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-02-14 14:00:00,NA
"3991","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000759","Sample-Routine","Water","Surface Water",1990-06-07,"13:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01015000",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-06-07 17:00:00,NA
"3992","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000462","Sample-Routine","Water","Surface Water",1990-04-09,"15:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01036390",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-04-09 19:00:00,NA
"3993","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000582","Sample-Routine","Water","Surface Water",1990-04-18,"14:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01015000",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-04-18 18:00:00,NA
"3994","USGS-ME","USGS Maine Water Science Center","nwisma.01.99001194","Sample-Routine","Water","Surface Water",1990-08-07,"09:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-08-07 13:00:00,NA
"3995","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000761","Sample-Routine","Water","Surface Water",1990-06-05,"12:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01066000",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-06-05 16:00:00,NA
"3996","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000763","Sample-Routine","Water","Surface Water",1990-06-04,"09:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-06-04 13:00:00,NA
"3997","USGS-ME","USGS Maine Water Science Center","nwisma.01.99001196","Sample-Routine","Water","Surface Water",1990-08-08,"10:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",21,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-08-08 14:15:00,NA
"3998","USGS-ME","USGS Maine Water Science Center","nwisma.01.99001198","Sample-Routine","Water","Surface Water",1990-08-08,"13:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",21,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-08-08 17:30:00,NA
"3999","USGS-ME","USGS Maine Water Science Center","nwisma.01.99001277","Sample-Routine","Water","Surface Water",1990-08-13,"12:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01021050",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",9.7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-08-13 16:45:00,NA
"4000","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000339","Sample-Routine","Water","Surface Water",1990-02-13,"08:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01036390","K UPDATED 7-18 DUE TO MISPOUR",NA,"Stable, normal stage","Under ice cover","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-02-13 13:30:00,NA
"4001","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000341","Sample-Routine","Water","Surface Water",1990-02-07,"10:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400","CN RR P-D,P-T;VALUES VER'D",NA,"Stable, normal stage","Under ice cover","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",12,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-02-07 15:00:00,NA
"4002","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000342","Sample-Routine","Water","Surface Water",1990-02-05,"14:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01066000",NA,NA,"Stable, normal stage","Under ice cover","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-02-05 19:30:00,NA
"4003","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000343","Sample-Routine","Water","Surface Water",1990-01-24,"10:50:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01049265",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-01-24 15:50:00,NA
"4004","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000465","Sample-Routine","Water","Surface Water",1990-04-04,"10:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01049265",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-04-04 14:30:00,NA
"4005","USGS-ME","USGS Maine Water Science Center","nwisma.01.99000467","Sample-Routine","Water","Surface Water",1990-04-03,"08:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",10,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NA,NA,NA,NA,NA,NA,"NWIS",1990-04-03 12:30:00,NA
"4006","USGS-ME","USGS Maine Water Science Center","nwisma.01.96900988","Sample-Routine","Water","Groundwater",1968-10-28,NA,NA,NA,NA,NA,NA,NA,"Below land-surface datum",NA,NA,"80","feet",NA,"U.S. Geological Survey-Water Resources Discipline","USGS-463915068002401",NA,"Spragueville Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",43,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4007","USGS-ME","USGS Maine Water Science Center","nwisma.01.96900989","Sample-Routine","Water","Groundwater",1968-10-29,NA,NA,NA,NA,NA,NA,NA,"Below land-surface datum",NA,NA,"80","feet",NA,"U.S. Geological Survey-Water Resources Discipline","USGS-464151068050201",NA,"Mapleton Sandstone","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",30,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4008","USGS-ME","USGS Maine Water Science Center","nwisma.01.96900990","Sample-Routine","Water","Groundwater",1968-10-29,NA,NA,NA,NA,NA,NA,NA,"Below land-surface datum",NA,NA,"89","feet",NA,"U.S. Geological Survey-Water Resources Discipline","USGS-464502068052401",NA,"Ice-Contact Deposits, Pleistocene","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4009","USGS-ME","USGS Maine Water Science Center","nwisma.01.96900991","Sample-Routine","Water","Groundwater",1968-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-464827068012901",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",19,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4010","USGS-ME","USGS Maine Water Science Center","nwisma.01.96701417","Sample-Routine","Water","Groundwater",1967-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-440328069584601",NA,"Till","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",13,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4011","USGS-ME","USGS Maine Water Science Center","nwisma.01.96701423","Sample-Routine","Water","Groundwater",1967-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-441919068112101",NA,"Devonian System","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4012","USGS-ME","USGS Maine Water Science Center","nwisma.01.96701424","Sample-Routine","Water","Groundwater",1967-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-442000068105501",NA,"Devonian System","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4013","USGS-ME","USGS Maine Water Science Center","nwisma.01.96701428","Sample-Routine","Water","Groundwater",1966-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-442940069402101",NA,"Bedrock Undifferentiated","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4014","USGS-ME","USGS Maine Water Science Center","nwisma.01.97000042","Sample-Routine","Water","Surface Water",1970-05-21,"14:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01046500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-05-21 18:15:00,NA
"4015","USGS-ME","USGS Maine Water Science Center","nwisma.01.97502874","Sample-Routine","Water","Surface Water",1975-09-15,"12:00:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-454045067482100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1975-09-15 16:00:00,NA
"4016","USGS-ME","USGS Maine Water Science Center","nwisma.01.97000064","Sample-Routine","Water","Surface Water",1970-04-21,"14:00:00","EST",NA,NA,NA,0,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-04-21 19:00:00,NA
"4017","USGS-ME","USGS Maine Water Science Center","nwisma.01.97000085","Sample-Routine","Water","Surface Water",1970-02-24,"14:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-02-24 19:30:00,NA
"4018","USGS-ME","USGS Maine Water Science Center","nwisma.01.97000091","Sample-Routine","Water","Surface Water",1970-06-04,"12:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",8.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1970-06-04 16:00:00,NA
"4019","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800025","Sample-Routine","Water","Surface Water",1967-10-18,"16:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01046500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1967-10-18 20:30:00,NA
"4020","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800027","Sample-Routine","Water","Surface Water",1967-12-22,"13:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01046500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1967-12-22 18:00:00,NA
"4021","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800029","Sample-Routine","Water","Surface Water",1968-02-20,"10:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01046500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1968-02-20 15:45:00,NA
"4022","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800032","Sample-Routine","Water","Surface Water",1968-05-21,"21:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01046500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1968-05-22 01:15:00,NA
"4023","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800036","Sample-Routine","Water","Surface Water",1968-09-16,"16:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01046500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1968-09-16 20:30:00,NA
"4024","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800041","Sample-Routine","Water","Surface Water",1967-11-28,"10:15:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1967-11-28 15:15:00,NA
"4025","USGS-ME","USGS Maine Water Science Center","nwisma.01.96701418","Sample-Routine","Water","Groundwater",1967-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-440505069464501",NA,"Ice-Contact Deposits, Pleistocene","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"4026","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800042","Sample-Routine","Water","Surface Water",1967-12-27,"12:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1967-12-27 17:00:00,NA
"4027","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800045","Sample-Routine","Water","Surface Water",1968-03-26,"13:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1968-03-26 18:00:00,NA
"4028","USGS-ME","USGS Maine Water Science Center","nwisma.01.96800060","Sample-Routine","Water","Surface Water",1967-12-22,"14:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",11,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1967-12-22 19:30:00,NA
